Item,Price
1130,70.73
4102,58.074
9110,38.42666666666667
6209,9.485000000000001
8394,32.972
5376,52.49166666666667
6520,70.19857142857143
4005,64.03
1937,53.92999999999999
7008,44.671
4749,18.323333333333334
3035,63.24
4047,66.39
3442,32.005
2502,74.09666666666665
9042,69.32
6601,42.04666666666666
4469,10.66
1341,77.21666666666665
3355,43.34
3161,62.26
3118,57.713750000000005
6410,38.835
2414,36.269999999999996
3508,59.657999999999994
8893,82.828
5601,34.2
5264,39.46333333333333
5146,39.12666666666667
1739,58.126
3373,46.675
9790,23.53
2633,43.7
5599,40.875
7005,65.49666666666667
2178,46.599999999999994
7575,59.48571428571429
9757,61.06
3486,35.595
3825,58.61785714285713
1427,64.13000000000001
3152,50.373333333333335
6186,63.708666666666666
6348,60.923333333333325
1766,53.794999999999995
5558,37.635
1674,38.4075
7928,62.791428571428575
4360,37.73
8875,59.5975
8607,76.535
8772,28.218333333333334
6101,52.720000000000006
8809,51.44666666666666
4269,55.45666666666667
4471,37.653333333333336
9417,39.074999999999996
6295,43.885
6176,52.458000000000006
5272,46.13111111111112
8518,97.53
2534,43.00666666666667
8053,45.31
2351,62.24
1057,48.34
4224,52.34400000000001
7979,36.61333333333334
4956,54.178
4589,36.065
2844,28.44
3026,67.00300000000001
3882,21.08
4136,47.925
4584,52.028571428571425
3674,52.112
3025,71.44285714285714
8682,61.925000000000004
5670,51.334999999999994
7007,60.865
6474,73.14
4485,67.255
1388,77.0657142857143
5175,18.88
4097,55.95000000000001
4400,55.1825
5454,67.05
8504,64.07
3159,32.974999999999994
6770,46.455
8560,70.77400000000002
2953,57.596250000000005
5640,52.34285714285714
8881,75.34666666666666
6087,46.1975
9222,59.660000000000004
6913,51.48777777777778
4754,67.245
5942,43.76
2141,45.82
2205,23.7075
5083,19.86
8868,69.72
6997,48.5625
9796,41.31
5212,46.24
3721,47.712857142857146
3274,52.16
2956,52.675
7660,30.301666666666666
9098,63.84444444444445
5473,43.05875
6947,82.5975
8833,40.615
7405,56.675
1372,87.67
4773,43.354285714285716
2161,66.55250000000001
6305,39.98
9650,42.35142857142858
7904,31.701999999999998
4083,36.910833333333336
4807,72.9375
3729,58.02714285714285
1173,14.25
8458,73.795
5984,42.8775
8735,77.53999999999999
5219,62.946666666666665
9802,56.95200000000001
6954,61.17666666666668
3724,73.93166666666667
8311,19.018
1441,91.03
3704,63.75
9322,35.986666666666665
1659,46.11
4541,61.633333333333326
3185,47.870000000000005
6766,40.70666666666666
1802,31.916666666666668
9403,21.880000000000003
9007,51.59666666666667
2037,49.275000000000006
6085,37.99285714285713
3017,78.695
5833,24.776666666666667
1680,75.414
6878,74.38
6222,51.43666666666667
2550,40.77
6994,56.406666666666666
5478,55.14750000000001
6749,61.1
4420,56.34599999999999
1554,66.6375
6203,53.288333333333334
2332,52.9875
2611,36.291111111111114
5680,33.048
2100,35.78399999999999
8963,62.26857142857143
8783,46.37
9161,43.93
4544,40.73
4648,72.745
5081,74.52
5010,32.376
9482,71.78999999999999
1103,63.72
7668,47.065714285714286
7306,39.015
2312,36.81
5872,38.85166666666667
6275,38.663333333333334
3072,30.04428571428571
2252,44.2475
5252,46.92714285714286
4887,63.265
6959,59.90428571428572
1071,22.290000000000003
4640,49.117777777777775
9392,68.242
8218,68.7775
8087,43.848333333333336
3976,36.79857142857143
8589,37.27
9919,22.75
6986,44.9025
9557,43.57666666666666
7780,72.22
2743,45.01500000000001
3416,32.662
9924,53.794
8637,71.9575
5072,44.089999999999996
6341,43.8575
6882,66.32000000000001
5299,25.324999999999996
3837,27.4175
1754,35.754
4591,42.2
7961,65.02333333333333
4042,61.51666666666667
2930,60.55333333333334
4237,47.50333333333333
2498,51.56625
7460,68.02333333333333
7331,44.75666666666667
8233,47.384
6498,67.92
4216,51.43124999999999
1723,47.65
2147,61.11333333333334
3426,56.46999999999999
3350,37.64875
1024,32.50625
5215,68.49
4464,55.082499999999996
5940,29.3575
4188,57.065
7412,37.92
4374,46.32
9673,28.0
9092,38.46
3559,48.71636363636364
5046,49.685833333333335
2474,38.41799999999999
3634,49.67
8916,52.51666666666667
8940,36.895714285714284
7354,56.92363636363636
3318,61.24
7434,52.49333333333333
6315,48.41
7115,56.365
5066,86.695
7492,60.303333333333335
7392,56.425
4826,55.589999999999996
2589,59.605000000000004
2133,46.658
1958,53.335
8764,47.645
7384,59.61
2783,32.443333333333335
9193,62.93
4862,73.36
3008,44.894999999999996
9122,41.413333333333334
1236,51.85333333333333
1206,41.79333333333333
7633,53.935
1843,50.68
7431,49.57333333333332
5757,53.326
1731,53.685
9191,46.98333333333333
6168,66.26
6422,47.27666666666667
4890,25.525000000000002
1002,61.625
3120,48.241
1507,26.110000000000003
1934,56.27166666666667
3438,39.123333333333335
9993,85.06
3169,28.261666666666667
4309,44.150769230769235
5951,52.487500000000004
9125,43.120909090909095
2126,53.660000000000004
7714,18.893333333333334
2501,58.73333333333333
3005,42.315
8147,45.284285714285716
9775,69.32666666666667
8922,61.13333333333333
6164,40.96
2577,36.2425
8497,57.165
8512,77.28666666666668
2001,54.705
4410,69.435
1409,33.30200000000001
9834,56.651666666666664
6513,78.4
2336,35.77181818181819
1846,60.598
8329,46.48333333333333
3263,53.74142857142857
4468,53.955999999999996
7194,50.3275
1677,73.28333333333335
5105,37.555
6265,51.84
5091,56.93142857142857
6109,62.1725
2445,45.692499999999995
1616,48.9175
3716,69.665
2710,52.46166666666667
6783,49.23666666666666
5926,16.695
9360,43.593333333333334
8333,66.43
2626,76.714
7358,65.11666666666666
6779,48.08
2411,54.1075
5886,47.126666666666665
1475,23.883333333333336
5869,52.78272727272727
9247,88.93
8553,59.705999999999996
5292,57.33857142857143
2999,18.16333333333333
7689,58.47666666666667
4910,68.29249999999999
6065,62.17
4520,57.19625
6721,63.06750000000001
7695,42.99
2932,65.568
2593,48.71888888888889
7659,44.167777777777786
8619,61.330999999999996
3160,68.314
2481,8.71
1736,35.51571428571429
8459,59.556666666666665
5229,45.9725
7172,58.059999999999995
3235,65.63666666666667
5555,71.09
3135,37.427499999999995
7096,56.337500000000006
7657,56.876666666666665
1154,49.96
4113,40.921666666666674
4371,52.668000000000006
1294,60.65571428571429
6888,57.94571428571428
1284,59.974999999999994
6282,53.14545454545455
5194,48.05999999999999
5648,35.39
9238,52.63
2461,75.73
6729,48.125
7027,57.315000000000005
9109,63.94
2628,52.33
1223,45.934285714285714
6941,52.21875
6938,40.53666666666666
5262,43.47571428571429
8759,33.41
6201,33.326666666666675
7363,59.1
4007,51.120000000000005
8037,17.936666666666664
4217,83.80333333333333
8118,63.57
9606,36.1875
3886,43.894
2224,17.486666666666668
8373,62.1625
7292,78.97
4877,50.002500000000005
2335,53.620000000000005
5939,55.11
2961,45.71
5980,90.08500000000001
3643,35.21333333333333
7740,10.93
2522,42.07833333333333
5128,73.3575
9952,68.18666666666667
7516,58.49333333333333
4322,61.82000000000001
1308,14.412500000000001
4719,53.954285714285724
3095,40.690000000000005
4365,89.92
8524,43.62875
9418,1.98
7462,65.795
7903,54.629999999999995
3890,46.14
2983,54.82333333333333
6650,45.99
2259,73.42333333333333
2915,50.260000000000005
4554,17.876666666666665
1793,60.678333333333335
2499,59.705999999999996
1885,65.58
1693,29.925
7732,62.06
3909,84.39999999999999
3208,42.44
8675,29.814999999999998
7393,78.05
3109,23.259999999999998
3076,29.77
2569,32.445
7144,52.53923076923078
5226,54.64200000000001
1290,52.95
2029,62.03
9133,2.42
7165,88.16
