Item,Price
8712,43.879999999999995
8099,44.40777777777778
6217,57.977999999999994
5041,51.735
5587,53.415
8383,70.95
3230,55.71333333333333
1586,57.286249999999995
7854,38.01428571428572
9198,64.20599999999999
2550,40.77
9342,40.48
1336,40.02
6023,38.815
8590,68.705
2202,60.39666666666667
3945,45.495
9561,60.46
9851,46.456
6168,66.26
5081,74.52
3352,44.8575
8490,35.6875
9508,42.965
8803,77.2325
9808,58.806666666666665
7535,36.1
8648,61.165
6795,66.76249999999999
6215,60.43
1309,52.1525
1281,36.962
4714,63.54666666666666
9917,29.65
9958,42.4625
8566,57.675
1302,49.5
3323,37.98111111111111
4422,51.56
4410,69.435
6452,47.74818181818181
5956,31.3
4658,36.86
4363,59.532000000000004
9027,62.65
1547,61.772499999999994
6258,46.60500000000001
3557,55.92666666666667
9691,43.812
8639,28.150000000000002
1377,52.125
1441,91.03
6621,48.836666666666666
6508,48.56
8147,45.284285714285716
3102,41.81333333333333
9148,79.38333333333334
2261,54.879999999999995
2267,63.345
1507,26.110000000000003
9626,36.75333333333334
8402,40.985
7167,60.22
4090,32.245999999999995
3931,44.525
3665,59.598
6847,40.42
1038,44.92
3466,67.182
8607,76.535
6438,36.79333333333334
1677,73.28333333333335
4738,59.561249999999994
3777,58.85999999999999
7274,58.872
2040,61.379999999999995
9989,30.4075
7419,12.89
6939,39.295
7013,10.34
6327,59.037777777777784
8106,49.448
2537,52.665
4844,59.38499999999999
5182,90.47
5141,50.631428571428565
2191,15.443333333333333
6475,46.58200000000001
2555,34.53333333333333
3050,45.248000000000005
1683,84.17333333333333
8117,36.42
3037,99.65
9990,63.645714285714284
5904,32.43666666666667
6859,69.53666666666668
1425,52.94857142857143
6306,69.81666666666666
3336,53.432
8320,48.354285714285716
7660,30.301666666666666
4469,10.66
3662,18.69333333333333
5151,47.16
6502,34.24
7743,38.77
8774,49.555
6753,56.15470588235296
4645,51.79
6410,38.835
9615,44.05666666666667
4285,46.0125
5710,64.916
6747,57.93000000000001
2534,43.00666666666667
9629,22.438
6602,51.550000000000004
9932,55.528999999999996
6197,51.129999999999995
5018,40.55153846153847
4386,48.227
1853,40.4125
3690,74.26
4783,65.375
8115,50.975
3206,51.94
1531,43.6
8192,51.8775
7687,45.87142857142857
1084,56.36222222222222
3674,52.112
2616,63.68000000000001
8573,38.4
2947,64.05333333333333
4434,21.438
5076,86.19666666666667
2353,61.62500000000001
2832,61.86333333333334
7624,25.1075
7053,35.16285714285714
7727,67.005
5288,42.849999999999994
2072,42.032
2860,23.810000000000002
3958,21.805
5339,58.87000000000001
7781,35.94
7200,52.45181818181818
1315,59.46909090909091
8832,49.53
9442,25.080000000000002
3125,47.54
4077,28.765
4887,63.265
9625,58.41357142857142
3835,42.445
5849,34.35666666666666
9373,29.178571428571427
3359,33.775
6864,33.2675
1478,34.58
5600,34.805
8723,36.43
6630,46.64
1573,52.18666666666667
7532,66.674
5620,45.38625
1845,41.641666666666666
5707,44.74
4095,84.97
6412,67.27
2366,54.774
9329,52.54571428571429
8355,38.690000000000005
7081,57.165
2271,52.63125
5823,56.00666666666667
6708,78.82
3766,69.92428571428572
6351,50.839999999999996
3706,65.39375
2757,47.78
6704,50.392941176470586
9392,68.242
8747,33.160000000000004
8572,42.22
5104,46.88166666666667
3372,52.522000000000006
4627,39.14
8314,62.25090909090909
8730,15.01
2356,41.375
9711,72.08500000000001
2252,44.2475
3124,61.19222222222223
3009,38.271428571428565
2134,28.08
6756,64.51666666666667
3162,91.535
5833,24.776666666666667
3353,53.207499999999996
6419,51.08
3026,67.00300000000001
5245,55.96
8637,71.9575
4208,38.306666666666665
6947,82.5975
2795,41.46142857142856
6164,40.96
4515,52.074999999999996
7710,53.4575
6881,47.86
8471,24.82
8137,35.94
3902,14.04
9470,23.46
7606,63.645
3014,32.1175
1252,67.965
6089,17.36
5915,55.254999999999995
8957,39.74
3912,76.88399999999999
2963,56.33272727272728
9045,79.94500000000001
1226,32.53
9085,65.26666666666667
7362,40.50333333333334
3430,64.43333333333332
6363,54.848749999999995
1894,43.4925
5086,18.0
7774,71.54666666666667
2016,26.87
4040,65.6325
4540,55.97
5846,66.64333333333333
3914,43.848
6794,60.30500000000001
8394,32.972
8751,54.0675
7031,85.045
8722,50.080000000000005
6810,48.776666666666664
5762,32.77
3428,50.79
7104,70.96666666666665
4454,48.21333333333333
3043,60.69499999999999
5802,64.16000000000001
5751,76.815
3310,50.575
4564,52.72
6486,90.09
9800,76.435
5685,50.403333333333336
4553,46.45545454545455
8074,26.266666666666666
4833,35.736000000000004
4757,56.09999999999999
4110,56.943333333333335
5750,37.980000000000004
9845,60.666
5200,43.254999999999995
9681,33.3775
9303,37.82
2665,40.60857142857144
3901,42.00333333333333
5155,26.61
2911,55.748333333333335
2600,58.98
4068,77.08
7886,18.05
7380,1.88
3036,33.11571428571428
9888,89.045
7182,76.82333333333332
1691,76.44250000000001
3064,51.763999999999996
3250,52.49400000000001
4646,64.546
8153,55.123333333333335
7472,49.135555555555555
2190,33.66875
2137,36.9175
9539,41.07111111111111
3886,43.894
5523,46.32
6936,37.81875
2006,28.771249999999995
5024,44.441250000000004
4638,43.56999999999999
2772,47.51666666666667
1043,52.516
1434,30.794999999999998
5807,61.06875
5855,68.69
5636,66.05
4857,48.6575
6009,30.786
8860,23.092000000000002
4412,33.765
2991,57.0775
3364,62.7475
9588,37.21
3733,67.29714285714286
9483,30.836666666666662
4251,42.57333333333334
9991,39.537
9753,72.615
9827,15.613333333333335
3527,51.42000000000001
6005,53.9525
4626,42.876
7446,37.84666666666667
3126,69.3
3331,64.295
7116,47.22285714285715
4794,47.15
9079,70.03999999999999
3442,32.005
7569,42.398
5195,52.20799999999999
6080,62.14333333333334
4665,56.455
9135,49.28
8977,31.49142857142857
2601,90.37
5787,39.1275
9466,53.385
8719,62.725
7028,52.354
7669,38.47833333333334
3823,37.973333333333336
9249,48.893076923076926
5731,72.44
6857,41.785
1803,23.16333333333333
8450,48.473333333333336
9541,45.942
9521,44.69166666666666
9686,26.329999999999995
5749,32.39
1532,44.57
1002,61.625
9706,29.875
4694,8.033333333333333
7404,34.480000000000004
2273,87.185
8910,55.775555555555556
9554,50.11400000000001
1169,42.339999999999996
8565,33.2525
2876,62.58
8929,71.02499999999999
3492,41.02375
5917,44.3175
1161,37.52666666666667
1543,38.096666666666664
2428,55.263749999999995
2844,28.44
2328,43.9625
2586,57.258
7979,36.61333333333334
1163,47.005714285714284
7848,40.14857142857143
4921,23.69666666666667
5928,48.623333333333335
7636,52.298333333333325
1974,26.76
7657,56.876666666666665
1165,16.2
5586,52.78333333333333
9026,56.80142857142857
5534,58.23500000000001
2543,29.7075
6226,55.94555555555556
6046,38.3025
6222,51.43666666666667
8673,25.9925
2075,37.050000000000004
2158,29.331111111111106
2046,31.72
2173,45.163333333333334
3689,50.4675
4705,44.15
8338,65.44333333333334
1143,60.19166666666666
9374,57.651666666666664
5501,57.916666666666664
2993,56.196666666666665
6149,34.44
2814,60.57666666666666
6261,44.385
9929,40.108
5911,38.95333333333333
6241,57.915
5615,81.69999999999999
8266,43.76666666666667
2238,51.74666666666667
9855,54.28599999999999
9453,51.985
5901,46.885
1419,38.63375
1224,38.705
9633,37.169999999999995
7026,46.804
6487,45.574
1767,49.062
5116,63.97777777777779
2902,71.345
2767,66.89
8736,56.3975
9635,68.375
9998,31.549999999999997
6959,59.90428571428572
5891,70.73
7625,67.185
7150,79.9925
2166,51.541
9524,32.45
5972,44.8125
3716,69.665
1521,59.086666666666666
3188,30.276666666666667
7451,52.679166666666674
5442,60.745000000000005
1537,40.45375
2526,56.923333333333325
1041,67.10428571428572
1606,81.515
3626,58.68666666666667
5247,31.07
8084,54.42
2642,55.236000000000004
6887,70.2
2897,27.679999999999996
4747,47.1725
7760,80.32
8128,33.2425
9530,59.495000000000005
5610,42.525000000000006
2866,25.82
5909,66.045
3518,57.1625
1445,29.334285714285716
4383,70.63250000000001
9071,52.995833333333316
4490,50.49333333333334
8051,66.64333333333333
7304,46.412
4879,76.68
3385,50.11200000000001
3890,46.14
8260,26.93
3767,51.988
8699,52.623333333333335
7490,60.5575
3491,30.988333333333333
4429,36.366
8646,84.43666666666667
1486,48.793
9313,23.022499999999997
3455,22.343333333333334
3749,53.46333333333333
9463,16.195
8171,56.56333333333333
4329,38.88333333333333
6039,50.27333333333333
5757,53.326
1511,43.10833333333333
7183,47.82285714285714
9280,71.98
7194,50.3275
3698,56.164
7007,60.865
7846,47.855000000000004
3623,59.20928571428572
5509,23.183333333333334
1607,71.63666666666667
7520,54.526666666666664
8077,39.092
9401,56.876666666666665
7393,78.05
2198,72.7
2388,54.6425
4500,32.39
9150,53.864
6361,37.906666666666666
9445,54.343333333333334
4036,97.16
2340,47.74777777777777
4555,73.16666666666667
7090,52.663333333333334
5502,30.005000000000003
8206,44.265
6817,56.52571428571428
7101,47.055
6118,64.595
1217,43.81333333333333
1372,87.67
1350,58.66
8627,63.837500000000006
7611,37.735
8352,51.275999999999996
9778,56.36833333333334
7856,47.614
3245,44.51666666666667
4065,68.465
9673,28.0
5105,37.555
9433,40.112
3775,53.4075
5022,51.93928571428571
9446,32.182500000000005
8581,43.343333333333334
1337,53.32899999999999
5112,47.11
7482,59.51
4025,49.99375
1105,75.8
9372,12.23
5317,30.8275
2983,54.82333333333333
1160,83.59
4868,47.795
2881,62.150000000000006
2985,20.916
5240,60.574285714285715
9465,22.125
6049,50.15
4058,71.02
8234,53.70666666666667
3984,64.02
7977,40.344
2147,61.11333333333334
9328,77.77666666666667
6383,53.027777777777786
5403,49.49000000000001
